,character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,vowel_backedness,vowel_height,vowel_roundedness,masculine,feminine
681,击,ji1,5,179,46,0.591,34,32,73,53,27,6,0.106,0.156,0.349,0.256,0.161,0.067,0.183,5.927,278.148,3.554,2.0625,2.0,3.1,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.7955555555555556,0.7955555555555556
682,玑,ji1,6,383,401,-0.023,296,59,85,147,141,56,0.922,0.288,0.407,0.71,0.839,0.622,0.631,5.788,0.643,5.784,3.25,3.3,3.2,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.4885204081632653,0.4885204081632653
683,机,ji1,6,8235,3885,0.359,3539,1989,2379,2068,1586,475,11.025,9.702,11.383,9.99,9.44,5.278,9.47,4.98,1362.312,2.865,2.9375,3.0,3.1,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.6794554455445545,0.6794554455445545
684,积,ji1,10,155059,25947,0.713,77055,35551,29091,20392,13267,5722,240.047,173.42,139.191,98.512,78.97,63.578,132.286,3.875,528.577,3.276,3.4375,3.2,2.9,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.8566511607350032,0.8566511607350032
685,姬,ji1,10,774,112371,-0.986,37476,23365,22664,20282,7413,1965,116.748,113.976,108.44,97.981,44.125,21.833,83.851,4.071,8.425,5.026,3.5,3.2,3.1,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.006840779530690707,0.006840779530690707
686,基,ji1,11,583083,70011,0.786,265424,106215,83697,71020,76489,50341,826.866,518.122,400.464,343.092,455.292,559.344,517.197,3.286,1023.583,2.989,3.1875,3.0,3.0,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.8928010362979908,0.8928010362979908
687,箕,ji1,14,330,104,0.521,228,15,31,40,65,55,0.71,0.073,0.148,0.193,0.387,0.611,0.354,5.868,3.987,5.302,2.125,2.5,2.6,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.7603686635944701,0.7603686635944701
688,激,ji1,16,2713,843,0.526,287,1108,1101,568,357,135,0.894,5.405,5.268,2.744,2.125,1.5,2.989,5.399,318.471,3.496,2.625,2.9,3.0,t͡ɕi,1,high,level,1,0,0,front,high,unround,0.7629358830146231,0.7629358830146231
689,及,ji2,3,2420,517,0.648,913,398,435,521,476,195,2.844,1.941,2.081,2.517,2.833,2.167,2.397,5.469,958.05,3.018,2.8125,3.0,2.8,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.8239700374531835,0.8239700374531835
690,吉,ji2,6,2185444,908329,0.413,1210554,570338,472538,391291,303505,145527,3771.196,2782.137,2260.947,1890.295,1806.577,1616.967,2354.687,2.628,86.37,4.059,4.3125,4.0,3.3,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.7064008897873244,0.7064008897873244
691,级,ji2,6,2437,323,0.766,1217,273,422,389,355,104,3.791,1.332,2.019,1.879,2.113,1.156,2.048,5.516,948.724,3.022,2.625,2.8,2.8,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.8829710144927536,0.8829710144927536
692,极,ji2,7,7563,1070,0.752,1803,811,995,1457,2194,1371,5.617,3.956,4.761,7.039,13.06,15.233,8.278,5.033,633.598,3.198,2.6875,2.9,3.0,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.8760569906173984,0.8760569906173984
693,即,ji2,7,224,98,0.391,157,43,36,48,28,5,0.489,0.21,0.172,0.232,0.167,0.056,0.221,5.913,705.755,3.151,2.6875,2.6,2.7,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.6956521739130435,0.6956521739130435
694,佶,ji2,8,5730,2026,0.478,244,393,1185,2008,2266,1661,0.76,1.917,5.67,9.7,13.488,18.456,8.332,5.03,0.0,6.0,3.3125,2.6,2.8,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.7387828777720474,0.7387828777720474
695,集,ji2,12,36663,7095,0.676,18548,7982,6147,4896,4167,1915,57.782,38.937,29.411,23.652,24.804,21.278,32.644,4.473,609.545,3.214,3.0,2.7,2.7,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.8378582202111614,0.8378582202111614
696,楫,ji2,13,371,67,0.694,156,38,37,81,82,44,0.486,0.185,0.177,0.391,0.488,0.489,0.369,5.864,0.579,5.802,2.75,2.8,2.9,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.8470319634703196,0.8470319634703196
697,辑,ji2,13,1697,527,0.526,261,251,324,718,478,192,0.813,1.224,1.55,3.469,2.845,2.133,2.006,5.522,92.544,4.029,2.875,2.9,3.1,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.7630395683453237,0.7630395683453237
698,籍,ji2,20,883,535,0.245,106,62,141,305,460,344,0.33,0.302,0.675,1.473,2.738,3.822,1.557,5.592,50.613,4.287,3.0,2.9,3.1,t͡ɕi,2,mid,rising,0,1,0,front,high,unround,0.6227080394922426,0.6227080394922426
699,己,ji3,3,2867,1909,0.201,2366,791,478,443,360,334,7.371,3.859,2.287,2.14,2.143,3.711,3.585,5.339,993.228,3.003,2.9375,2.4,2.9,t͡ɕi,3,low,falling-rising,0,1,1,front,high,unround,0.6002931323283082,0.6002931323283082
700,戟,ji3,12,2182,414,0.681,134,594,1217,394,183,65,0.417,2.898,5.823,1.903,1.089,0.722,2.142,5.503,2.572,5.447,2.75,2.6,3.3,t͡ɕi,3,low,falling-rising,0,1,1,front,high,unround,0.8405238828967643,0.8405238828967643
701,计,ji4,4,166796,62657,0.454,102705,51471,40167,24420,8910,1894,319.953,251.078,192.187,117.971,53.036,21.044,159.212,3.795,776.434,3.109,2.9375,2.4,2.9,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.726928826382745,0.726928826382745
702,记,ji4,5,205350,72691,0.477,103321,60549,53432,38810,17247,4976,321.872,295.361,255.656,187.488,102.661,55.289,203.055,3.69,615.397,3.21,2.8125,2.6,2.8,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.7385601404109466,0.7385601404109466
703,纪,ji4,6,651471,335091,0.321,382033,203210,172382,112003,64148,52828,1190.134,991.268,824.794,541.077,381.833,586.978,752.681,3.123,343.617,3.463,3.5,3.2,3.3,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.6603447122431231,0.6603447122431231
704,技,ji4,7,4936,640,0.77,300,261,1106,2015,1260,620,0.935,1.273,5.292,9.734,7.5,6.889,5.271,5.203,620.349,3.207,2.8125,2.6,3.0,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.8852223816355811,0.8852223816355811
705,际,ji4,7,89754,18246,0.662,43536,22359,17955,11790,7539,4495,135.626,109.068,85.909,56.957,44.875,49.944,80.397,4.089,530.506,3.274,3.375,3.0,2.9,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.8310555555555555,0.8310555555555555
706,季,ji4,8,81198,73905,0.047,48609,23647,23227,25211,21830,12526,151.43,115.351,111.134,121.792,129.94,139.178,128.138,3.889,191.841,3.715,3.4375,3.6,3.2,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.5235101835554438,0.5235101835554438
707,济,ji4,9,196228,39115,0.668,102359,36910,28486,25114,23678,18498,318.875,180.049,136.297,121.324,140.94,205.533,183.836,3.733,981.909,3.007,4.1875,3.8,3.7,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.8337957789269279,0.8337957789269279
708,继,ji4,10,2487817,1074053,0.397,1213237,776721,739263,460283,262193,109942,3779.555,3788.883,3537.144,2223.589,1560.673,1221.578,2685.237,2.571,293.711,3.531,3.625,3.0,3.1,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.6984581132944212,0.6984581132944212
709,偈,ji4,11,110,18,0.719,10,7,29,43,26,13,0.031,0.034,0.139,0.208,0.155,0.144,0.119,5.951,0.579,5.802,2.625,2.5,2.8,t͡ɕie,4,high,falling,0,0,1,front,high,unround,0.859375,0.859375
710,寄,ji4,11,2641,1362,0.32,1089,558,635,838,636,236,3.393,2.722,3.038,4.048,3.786,2.622,3.268,5.37,82.126,4.08,2.625,2.9,2.9,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.6597551836122908,0.6597551836122908
711,绩,ji4,11,5503,863,0.729,1220,684,960,1309,1385,804,3.801,3.337,4.593,6.324,8.244,8.933,5.872,5.163,88.364,4.049,3.375,3.4,3.3,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.8644360666038329,0.8644360666038329
712,蓟,ji4,13,224,159,0.17,59,80,92,67,68,17,0.184,0.39,0.44,0.324,0.405,0.189,0.322,5.879,2.701,5.432,2.9375,2.6,2.8,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.5848563968668408,0.5848563968668408
713,霁,ji4,14,12033,14417,-0.09,1166,1278,3037,5579,7438,7948,3.632,6.234,14.531,26.952,44.274,88.311,30.656,4.5,0.9,5.721,4.125,3.7,3.4,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.45493383742911153,0.45493383742911153
714,暨,ji4,14,70,19,0.573,11,7,12,30,17,12,0.034,0.034,0.057,0.145,0.101,0.133,0.084,5.965,3.537,5.343,3.0625,2.7,2.8,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.7865168539325843,0.7865168539325843
715,稷,ji4,15,2241,309,0.758,126,106,229,507,828,755,0.393,0.517,1.096,2.449,4.929,8.389,2.962,5.402,1.351,5.629,3.5625,3.2,3.5,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.8788235294117647,0.8788235294117647
716,冀,ji4,16,20730,5087,0.606,3467,2781,4204,6221,5957,3234,10.801,13.566,20.115,30.053,35.458,35.933,24.321,4.597,16.271,4.763,3.75,3.5,3.4,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.8029592903900531,0.8029592903900531
717,骥,ji4,19,43685,2851,0.877,8763,3639,7143,9481,11107,6468,27.299,17.751,34.177,45.802,66.113,71.867,43.835,4.348,4.566,5.254,3.875,3.9,3.5,t͡ɕi,4,high,falling,0,0,1,front,high,unround,0.9387356025442668,0.9387356025442668
779,阶,jie1,6,8143,580,0.867,5753,1314,723,457,326,150,17.922,6.41,3.459,2.208,1.94,1.667,5.601,5.18,806.146,3.093,2.6875,2.7,3.3,t͡ɕie,1,high,level,1,0,0,front,high,unround,0.9335091138369827,0.9335091138369827
780,皆,jie1,9,3746,766,0.66,1312,604,535,853,693,513,4.087,2.946,2.56,4.121,4.125,5.7,3.923,5.308,56.401,4.241,2.8125,3.0,3.0,t͡ɕie,1,high,level,1,0,0,front,high,unround,0.8302304964539007,0.8302304964539007
781,接,jie1,11,3312,3092,0.034,1819,944,1199,1247,928,267,5.667,4.605,5.737,6.024,5.524,2.967,5.087,5.216,896.118,3.047,2.625,2.7,2.7,t͡ɕie,1,high,level,1,0,0,front,high,unround,0.5171767645221736,0.5171767645221736
782,揭,jie1,12,12,12,0.0,3,2,1,11,7,0,0.009,0.01,0.005,0.053,0.042,0.0,0.02,5.991,93.445,4.025,2.375,2.5,2.7,t͡ɕie,1,high,level,1,0,0,front,high,unround,0.5,0.5
783,节,jie2,5,34722,35825,-0.016,18452,12138,12644,12641,10387,4414,57.483,59.21,60.498,61.068,61.827,49.044,58.188,4.228,564.527,3.248,2.8125,2.8,2.8,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.4921825166201256,0.4921825166201256
784,劫,jie2,7,3,5,-0.25,1,2,0,5,0,0,0.003,0.01,0.0,0.024,0.0,0.0,0.006,5.997,25.21,4.582,1.5,1.4,2.0,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.375,0.375
785,杰,jie2,8,8469509,2801490,0.503,1444155,1367787,1630122,2378666,2705478,1744837,4498.925,6672.132,7799.627,11491.14,16104.036,19387.078,10992.156,1.959,65.984,4.174,4.625,3.9,4.3,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.751442618351754,0.751442618351754
786,洁,jie2,9,288021,2392238,-0.785,199456,205458,306657,683090,809273,474327,621.358,1002.234,1467.258,3299.952,4817.101,5270.3,2746.367,2.561,76.531,4.111,4.125,4.2,3.4,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.10746013724793015,0.10746013724793015
787,结,jie2,9,82042,129433,-0.224,54060,44795,54525,37539,17926,3319,168.411,218.512,260.885,181.348,106.702,36.878,162.123,3.787,1276.778,2.894,2.75,2.9,2.8,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.38795129447925286,0.38795129447925286
788,桀,jie2,10,3075,496,0.722,125,105,194,632,1063,1452,0.389,0.512,0.928,3.053,6.327,16.133,4.557,5.255,1.222,5.653,2.5625,2.5,3.2,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.861103332399888,0.861103332399888
789,捷,jie2,11,188062,114801,0.242,29882,29471,38436,71638,82373,51015,93.09,143.761,183.904,346.077,490.315,566.833,303.997,3.516,36.658,4.424,4.0,3.3,3.7,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.620947425073383,0.620947425073383
790,婕,jie2,11,566,331679,-0.997,2482,7196,21627,72200,119068,109713,7.732,35.102,103.478,348.792,708.738,1219.033,403.813,3.393,4.245,5.28,4.1875,3.6,3.0,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.0017035621303556111,0.0017035621303556111
791,颉,jie2,12,7897,5134,0.212,419,653,1456,2541,3202,4760,1.305,3.185,6.967,12.275,19.06,52.889,15.947,4.771,1.351,5.629,3.375,3.1,3.2,ɕie,2,mid,rising,0,1,0,front,high,unround,0.6060164223774077,0.6060164223774077
792,睫,jie2,13,78,456,-0.708,12,32,82,152,159,97,0.037,0.156,0.392,0.734,0.946,1.078,0.557,5.808,5.274,5.202,2.875,2.9,2.7,t͡ɕie,2,mid,rising,0,1,0,front,high,unround,0.14606741573033707,0.14606741573033707
793,解,jie3,13,29139,22229,0.135,27912,7147,7739,4697,2936,863,86.953,34.863,37.029,22.691,17.476,9.589,34.767,4.447,1125.517,2.948,3.0625,3.1,3.2,ɕie,3,low,falling-rising,0,1,1,front,high,unround,0.5672597726210871,0.5672597726210871
794,介,jie4,4,33912,9430,0.565,20935,8172,5763,4239,3202,996,65.218,39.863,27.574,20.478,19.06,11.067,30.543,4.501,226.956,3.642,3.125,2.8,3.0,t͡ɕie,4,high,falling,0,0,1,front,high,unround,0.7824281297586636,0.7824281297586636
795,界,jie4,9,32364,1777,0.896,6411,5172,6729,7664,6410,1755,19.972,25.229,32.196,37.024,38.155,19.5,28.679,4.528,765.051,3.116,3.1875,3.1,3.2,t͡ɕie,4,high,falling,0,0,1,front,high,unround,0.9479511437860637,0.9479511437860637
796,诫,jie4,9,14,1,0.867,3,0,0,0,5,7,0.009,0.0,0.0,0.0,0.03,0.078,0.02,5.991,7.975,5.047,2.8125,2.9,3.6,t͡ɕie,4,high,falling,0,0,1,front,high,unround,0.9333333333333333,0.9333333333333333
797,巾,jin1,3,906,6211,-0.745,781,370,515,1759,2142,1547,2.433,1.805,2.464,8.498,12.75,17.189,7.523,5.069,30.419,4.503,3.0625,3.1,2.7,t͡ɕin,1,high,level,1,0,0,front,high,unround,0.12730082900098355,0.12730082900098355
798,今,jin1,4,13193,35218,-0.455,19962,8403,5992,4767,5136,4179,62.187,40.99,28.67,23.029,30.571,46.433,38.647,4.402,628.967,3.201,3.0,3.0,2.9,t͡ɕin,1,high,level,1,0,0,front,high,unround,0.2725207081035302,0.2725207081035302
799,金,jin1,8,11246818,10908356,0.015,8244603,4694861,3669426,3001198,1782832,753907,25684.121,22901.761,17557.062,14498.541,10612.095,8376.744,16605.054,1.78,769.424,3.113,3.75,3.2,3.4,t͡ɕin,1,high,level,1,0,0,front,high,unround,0.5076384414764695,0.5076384414764695
800,津,jin1,9,103432,74251,0.164,21181,12923,16822,39772,47885,39214,65.984,63.039,80.488,192.135,285.03,435.711,187.065,3.726,96.789,4.01,3.6875,3.7,3.6,t͡ɕin,1,high,level,1,0,0,front,high,unround,0.5821153402407658,0.5821153402407658
801,衿,jin1,9,734,1337,-0.291,82,23,24,75,538,1322,0.255,0.112,0.115,0.362,3.202,14.689,3.123,5.385,0.0,6.0,3.25,3.4,3.0,t͡ɕin,1,high,level,1,0,0,front,high,unround,0.35441815548044425,0.35441815548044425
802,矜,jin1,9,209,759,-0.568,33,45,103,162,193,432,0.103,0.22,0.493,0.783,1.149,4.8,1.258,5.646,4.373,5.27,2.9375,3.0,3.2,t͡ɕin,1,high,level,1,0,0,front,high,unround,0.2159090909090909,0.2159090909090909
803,琎,jin1,11,2215,1489,0.196,30,99,221,1451,1097,806,0.093,0.483,1.057,7.01,6.53,8.956,4.022,5.299,0.0,6.0,3.3125,3.4,3.1,琎,1,high,level,1,0,0,missing,missing,missing,0.5980021598272138,0.5980021598272138
804,仅,jin3,4,388,583,-0.201,377,94,92,183,178,47,1.174,0.459,0.44,0.884,1.06,0.522,0.757,5.755,453.847,3.342,2.3125,2.6,2.6,t͡ɕin,3,low,falling-rising,0,1,1,front,high,unround,0.3995880535530381,0.3995880535530381
805,堇,jin3,11,86,234,-0.463,29,16,29,69,75,102,0.09,0.078,0.139,0.333,0.446,1.133,0.37,5.863,0.0,6.0,3.5,3.6,3.2,t͡ɕin,3,low,falling-rising,0,1,1,front,high,unround,0.26875,0.26875
806,锦,jin3,13,1928092,1080715,0.282,782115,453182,448481,473858,449047,400762,2436.495,2210.644,2145.842,2289.169,2672.899,4452.911,2701.327,2.568,40.838,4.378,4.375,4.0,3.6,t͡ɕin,3,low,falling-rising,0,1,1,front,high,unround,0.6408161108372853,0.6408161108372853
807,谨,jin3,13,19447,17458,0.054,4921,3018,4579,6589,8560,9230,15.33,14.722,21.909,31.831,50.952,102.556,39.55,4.392,23.281,4.615,3.625,3.9,3.8,t͡ɕin,3,low,falling-rising,0,1,1,front,high,unround,0.5269475680802059,0.5269475680802059
808,瑾,jin3,15,54154,255707,-0.65,23730,22424,41057,72278,82410,68032,73.925,109.385,196.445,349.169,490.536,755.911,329.229,3.481,3.794,5.319,4.1875,4.0,3.9,t͡ɕin,3,low,falling-rising,0,1,1,front,high,unround,0.17476868660463885,0.17476868660463885
809,尽,jin4,6,7631,3943,0.319,5340,2103,1906,1209,783,231,16.636,10.259,9.12,5.841,4.661,2.567,8.181,5.037,325.931,3.486,2.3125,2.5,2.8,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.6593226196647659,0.6593226196647659
810,进,jin4,7,2896642,597586,0.658,1105265,666663,668692,569760,366182,116638,3443.193,3252.015,3199.483,2752.464,2179.655,1295.978,2687.131,2.571,2319.654,2.634,3.5625,3.1,3.0,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.8289791049696814,0.8289791049696814
811,近,jin4,7,22798,15191,0.2,13277,5256,5075,7205,5445,1725,41.361,25.639,24.282,34.807,32.411,19.167,29.611,4.514,615.14,3.21,2.9375,2.9,2.8,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.6001210876832768,0.6001210876832768
812,劲,jin4,7,211995,21764,0.814,10400,37442,70943,43845,46064,25092,32.399,182.644,339.44,211.812,274.19,278.8,219.881,3.656,106.757,3.968,3.875,3.0,3.5,t͡ɕiŋ,4,high,falling,0,0,1,front,high,unround,0.9068955633793779,0.9068955633793779
813,荩,jin4,9,232,485,-0.353,53,61,129,173,168,132,0.165,0.298,0.617,0.836,1.0,1.467,0.731,5.762,0.0,6.0,2.8125,2.9,2.8,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.32357043235704325,0.32357043235704325
814,晋,jin4,10,357191,136465,0.447,83744,71535,85450,98789,94854,59277,260.885,348.951,408.852,477.242,564.607,658.633,453.195,3.343,48.041,4.309,3.5625,3.3,3.1,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.7235625617839143,0.7235625617839143
815,浸,jin4,10,103,144,-0.166,44,10,28,56,78,32,0.137,0.049,0.134,0.271,0.464,0.356,0.235,5.908,34.085,4.455,2.4375,2.6,2.7,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.41700404858299595,0.41700404858299595
816,靳,jin4,13,2148,1626,0.138,90,129,344,1238,1282,690,0.28,0.629,1.646,5.981,7.631,7.667,3.972,5.303,5.917,5.16,3.25,2.9,3.3,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.5691573926868044,0.5691573926868044
817,缙,jin4,13,1968,513,0.586,259,135,269,540,706,561,0.807,0.659,1.287,2.609,4.202,6.233,2.633,5.44,1.029,5.693,3.3125,3.2,3.1,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.7932285368802902,0.7932285368802902
818,觐,jin4,15,663,208,0.522,52,31,74,199,267,248,0.162,0.151,0.354,0.961,1.589,2.756,0.996,5.7,0.9,5.721,3.0625,3.0,3.1,t͡ɕin,4,high,falling,0,0,1,front,high,unround,0.7611940298507462,0.7611940298507462
819,京,jing1,8,489678,295323,0.248,212787,144048,121461,133666,112629,60120,662.888,702.673,581.153,645.729,670.411,668.0,655.142,3.183,312.554,3.504,3.875,3.3,3.3,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.6237928359326931,0.6237928359326931
820,泾,jing1,8,1159,536,0.368,248,192,242,430,339,244,0.773,0.937,1.158,2.077,2.018,2.711,1.612,5.583,3.537,5.343,3.0625,2.9,3.1,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.6837758112094395,0.6837758112094395
821,经,jing1,8,182688,41007,0.633,82849,34295,29372,32716,30814,13585,258.097,167.293,140.536,158.048,183.417,150.944,176.389,3.751,2793.052,2.554,3.0,2.9,3.0,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.8166834305639376,0.8166834305639376
822,荆,jing1,9,4708,6728,-0.177,1459,998,1166,1835,5044,931,4.545,4.868,5.579,8.865,30.024,10.344,10.704,4.932,11.576,4.9,3.25,2.9,3.1,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.4116824064358167,0.4116824064358167
823,菁,jing1,11,20720,242400,-0.843,9755,14425,32459,66170,87848,52396,30.389,70.366,155.306,319.662,522.905,582.178,280.134,3.551,2.444,5.463,4.125,3.7,3.3,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.07874733961690483,0.07874733961690483
824,旌,jing1,11,3248,944,0.55,198,407,708,657,1001,1221,0.617,1.985,3.388,3.174,5.958,13.567,4.782,5.238,1.479,5.606,3.5625,3.7,3.5,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.7748091603053435,0.7748091603053435
825,惊,jing1,11,6268,2034,0.51,433,1015,1867,1944,1902,1166,1.349,4.951,8.933,9.391,11.321,12.956,8.15,5.039,220.01,3.656,2.1875,2.2,2.4,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.7549987954709708,0.7549987954709708
826,晶,jing1,12,262194,1595958,-0.718,71519,111529,211795,713790,534191,215575,222.801,544.044,1013.373,3448.261,3179.708,2395.278,1800.578,2.744,120.777,3.914,4.25,3.7,3.0,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.14110471048654794,0.14110471048654794
827,睛,jing1,13,1081,13578,-0.853,274,285,511,2818,7770,2986,0.854,1.39,2.445,13.614,46.25,33.178,16.289,4.762,195.507,3.707,3.1875,3.1,2.5,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.07374309298042159,0.07374309298042159
828,兢,jing1,14,5065,3466,0.187,534,652,1333,2708,1996,1310,1.664,3.18,6.378,13.082,11.881,14.556,8.457,5.024,6.817,5.107,3.125,2.9,3.1,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.5937170320009377,0.5937170320009377
829,精,jing1,14,31249,21760,0.179,13777,7240,6801,11144,9859,4185,42.919,35.317,32.541,53.836,58.685,46.5,44.966,4.338,611.86,3.213,3.5625,3.4,3.4,t͡ɕiŋ,1,high,level,1,0,0,front,high,unround,0.589503669188251,0.589503669188251
830,井,jing3,4,464372,272221,0.261,360325,175697,116587,58293,20364,4539,1122.508,857.059,557.833,281.609,121.214,50.433,498.443,3.302,84.763,4.067,2.4375,2.9,2.8,t͡ɕiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.6304322739966304,0.6304322739966304
831,景,jing3,12,2064503,1205700,0.263,1220715,638268,527062,426683,279624,176551,3802.85,3113.502,2521.828,2061.271,1664.429,1961.678,2520.926,2.598,218.595,3.658,4.0,3.7,3.6,t͡ɕiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.6313072919326415,0.6313072919326415
832,儆,jing3,14,436,222,0.325,79,64,141,132,144,98,0.246,0.312,0.675,0.638,0.857,1.089,0.636,5.786,0.579,5.802,3.0625,3.1,3.1,t͡ɕiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.662613981762918,0.662613981762918
833,憬,jing3,15,2357,2440,-0.017,193,220,478,771,1146,1992,0.601,1.073,2.287,3.725,6.821,22.133,6.107,5.148,4.566,5.254,4.125,3.3,3.3,t͡ɕiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.4913487596414426,0.4913487596414426
834,璟,jing3,16,31447,49340,-0.221,2347,2804,9564,19614,17423,29087,7.312,13.678,45.761,94.754,103.708,323.189,98.067,4.004,0.836,5.736,3.9375,3.7,3.6,t͡ɕiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.38925817272580987,0.38925817272580987
835,警,jing3,19,12396,2506,0.664,308,444,1626,4197,5808,2513,0.96,2.166,7.78,20.275,34.571,27.922,15.612,4.78,125.858,3.897,2.75,3.0,3.1,t͡ɕiŋ,3,low,falling-rising,0,1,1,front,high,unround,0.8318346530667025,0.8318346530667025
836,径,jing4,8,2127,1213,0.274,330,211,490,1069,854,386,1.028,1.029,2.344,5.164,5.083,4.289,3.156,5.381,140.521,3.849,2.8125,3.2,3.0,t͡ɕiŋ,4,high,falling,0,0,1,front,high,unround,0.6368263473053892,0.6368263473053892
837,净,jing4,8,9960,55842,-0.697,3069,3428,8056,27839,16679,6772,9.561,16.722,38.545,134.488,99.28,75.244,62.307,4.199,96.467,4.011,3.5625,3.1,2.9,t͡ɕiŋ,4,high,falling,0,0,1,front,high,unround,0.15136318045044223,0.15136318045044223
838,竞,jing4,10,40264,31104,0.128,7345,3896,7414,16661,19204,16861,22.882,19.005,35.474,80.488,114.31,187.344,76.584,4.11,105.6,3.972,3.375,2.8,3.5,t͡ɕiŋ,4,high,falling,0,0,1,front,high,unround,0.564174419908082,0.564174419908082
